Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade
8,Kalmar,881,Nybro,90 eller äldre,260,225,219,0.865385,0.842308
8,Kalmar,882,Oskarshamn,16-17,956,575,81,0.601464,0.084728
8,Kalmar,882,Oskarshamn,18-29,3595,2354,1765,0.654798,0.49096
8,Kalmar,882,Oskarshamn,30-39,3076,2192,1913,0.712614,0.621912
8,Kalmar,882,Oskarshamn,40-49,3236,2665,2485,0.823548,0.767923
8,Kalmar,882,Oskarshamn,50-59,3525,3140,3043,0.89078,0.863262
8,Kalmar,882,Oskarshamn,60-69,3131,2913,2875,0.930374,0.918237
8,Kalmar,882,Oskarshamn,70-79,3255,3098,3066,0.951767,0.941935
8,Kalmar,882,Oskarshamn,80-89,1525,1457,1432,0.95541,0.939016
8,Kalmar,882,Oskarshamn,90 eller äldre,295,280,264,0.949153,0.894915
8,Kalmar,883,Västervik,16-17,1165,801,188,0.687554,0.161373
8,Kalmar,883,Västervik,18-29,4216,2976,2507,0.705882,0.594639
8,Kalmar,883,Västervik,30-39,3705,2910,2621,0.785425,0.707422
8,Kalmar,883,Västervik,40-49,3896,3345,3190,0.858573,0.818789
8,Kalmar,883,Västervik,50-59,4958,4464,4358,0.900363,0.878983
8,Kalmar,883,Västervik,60-69,5086,4777,4703,0.939245,0.924695
8,Kalmar,883,Västervik,70-79,5140,4877,4787,0.948833,0.931323
8,Kalmar,883,Västervik,80-89,2342,2224,2176,0.949616,0.92912
8,Kalmar,883,Västervik,90 eller äldre,544,512,496,0.941176,0.911765
8,Kalmar,884,Vimmerby,16-17,549,343,73,0.624772,0.132969
8,Kalmar,884,Vimmerby,18-29,2028,1338,849,0.659763,0.418639
8,Kalmar,884,Vimmerby,30-39,1789,1316,1085,0.735606,0.606484
8,Kalmar,884,Vimmerby,40-49,1693,1430,1289,0.844654,0.76137
8,Kalmar,884,Vimmerby,50-59,2067,1816,1736,0.878568,0.839865
8,Kalmar,884,Vimmerby,60-69,1935,1794,1756,0.927132,0.907494
8,Kalmar,884,Vimmerby,70-79,1896,1808,1784,0.953586,0.940928
8,Kalmar,884,Vimmerby,80-89,925,885,872,0.956757,0.942703
8,Kalmar,884,Vimmerby,90 eller äldre,203,178,174,0.876847,0.857143
8,Kalmar,885,Borgholm,16-17,306,204,17,0.666667,0.055556
8,Kalmar,885,Borgholm,18-29,935,640,435,0.684492,0.465241
8,Kalmar,885,Borgholm,30-39,957,708,597,0.739812,0.623824
8,Kalmar,885,Borgholm,40-49,1039,854,782,0.821944,0.752647
8,Kalmar,885,Borgholm,50-59,1423,1287,1232,0.904427,0.865777
8,Kalmar,885,Borgholm,60-69,1914,1807,1776,0.944096,0.9279
8,Kalmar,885,Borgholm,70-79,1965,1897,1864,0.965394,0.948601
8,Kalmar,885,Borgholm,80-89,834,792,768,0.94964,0.920863
8,Kalmar,885,Borgholm,90 eller äldre,157,143,135,0.910828,0.859873
9,Gotland,980,Gotland,16-17,1821,1374,47,0.75453,0.02581
9,Gotland,980,Gotland,18-29,7699,5758,2314,0.747889,0.300559
9,Gotland,980,Gotland,30-39,6660,5399,4357,0.810661,0.654204
9,Gotland,980,Gotland,40-49,6865,5976,5425,0.870503,0.79024
9,Gotland,980,Gotland,50-59,8047,7307,6947,0.90804,0.863303
9,Gotland,980,Gotland,60-69,8182,7753,7567,0.947568,0.924835
9,Gotland,980,Gotland,70-79,7640,7333,7206,0.959817,0.943194
9,Gotland,980,Gotland,80-89,3293,3177,3110,0.964774,0.944428
9,Gotland,980,Gotland,90 eller äldre,656,621,604,0.946646,0.920732
10,Blekinge,1060,Olofström,16-17,463,235,19,0.507559,0.041037
10,Blekinge,1060,Olofström,18-29,1705,1087,622,0.637537,0.364809
10,Blekinge,1060,Olofström,30-39,1431,989,821,0.691125,0.573725
10,Blekinge,1060,Olofström,40-49,1383,1084,1002,0.783803,0.724512
10,Blekinge,1060,Olofström,50-59,1935,1683,1641,0.869767,0.848062
10,Blekinge,1060,Olofström,60-69,1652,1485,1436,0.89891,0.869249
10,Blekinge,1060,Olofström,70-79,1602,1504,1394,0.938826,0.870162
10,Blekinge,1060,Olofström,80-89,907,831,729,0.916207,0.803749
10,Blekinge,1060,Olofström,90 eller äldre,190,160,138,0.842105,0.726316
10,Blekinge,1080,Karlskrona,16-17,2431,1771,167,0.728507,0.068696
10,Blekinge,1080,Karlskrona,18-29,10046,7669,4504,0.763388,0.448338
10,Blekinge,1080,Karlskrona,30-39,8058,6345,5583,0.787416,0.692852
10,Blekinge,1080,Karlskrona,40-49,8326,7260,6888,0.871967,0.827288
10,Blekinge,1080,Karlskrona,50-59,8060,7379,7182,0.915509,0.891067
10,Blekinge,1080,Karlskrona,60-69,7241,6766,6627,0.934401,0.915205
10,Blekinge,1080,Karlskrona,70-79,7068,6750,6594,0.955008,0.932937
10,Blekinge,1080,Karlskrona,80-89,3314,3175,3075,0.958057,0.927882
10,Blekinge,1080,Karlskrona,90 eller äldre,727,679,656,0.933975,0.902338
10,Blekinge,1081,Ronneby,16-17,953,543,61,0.56978,0.064008
10,Blekinge,1081,Ronneby,18-29,3497,2311,1415,0.660852,0.404633
10,Blekinge,1081,Ronneby,30-39,3273,2339,1987,0.714635,0.607088
10,Blekinge,1081,Ronneby,40-49,3563,2928,2751,0.821779,0.772102
10,Blekinge,1081,Ronneby,50-59,3780,3306,3194,0.874603,0.844974
10,Blekinge,1081,Ronneby,60-69,3396,3099,2991,0.912544,0.880742
10,Blekinge,1081,Ronneby,70-79,3444,3278,3180,0.9518,0.923345
10,Blekinge,1081,Ronneby,80-89,1700,1614,1526,0.949412,0.897647
10,Blekinge,1081,Ronneby,90 eller äldre,390,360,335,0.923077,0.858974
10,Blekinge,1082,Karlshamn,16-17,1088,655,55,0.602022,0.050551
10,Blekinge,1082,Karlshamn,18-29,4238,2927,1611,0.690656,0.380132
10,Blekinge,1082,Karlshamn,30-39,3654,2717,2338,0.743569,0.639847
10,Blekinge,1082,Karlshamn,40-49,3629,3001,2783,0.82695,0.766878
10,Blekinge,1082,Karlshamn,50-59,4539,4041,3920,0.890284,0.863626
10,Blekinge,1082,Karlshamn,60-69,3789,3432,3343,0.90578,0.882291
10,Blekinge,1082,Karlshamn,70-79,3858,3601,3549,0.933385,0.919907
10,Blekinge,1082,Karlshamn,80-89,1927,1780,1749,0.923716,0.907628
10,Blekinge,1082,Karlshamn,90 eller äldre,404,357,354,0.883663,0.876238
10,Blekinge,1083,Sölvesborg,16-17,617,350,24,0.567261,0.038898
10,Blekinge,1083,Sölvesborg,18-29,2121,1464,720,0.69024,0.339463
10,Blekinge,1083,Sölvesborg,30-39,1891,1384,1181,0.731888,0.624537
10,Blekinge,1083,Sölvesborg,40-49,2025,1693,1563,0.836049,0.771852
10,Blekinge,1083,Sölvesborg,50-59,2418,2118,2065,0.875931,0.854012
10,Blekinge,1083,Sölvesborg,60-69,2261,2080,2029,0.919947,0.897391
10,Blekinge,1083,Sölvesborg,70-79,2236,2113,2048,0.944991,0.915921
10,Blekinge,1083,Sölvesborg,80-89,1034,963,752,0.931335,0.727273
10,Blekinge,1083,Sölvesborg,90 eller äldre,199,185,142,0.929648,0.713568
12,Skåne,1214,Svalöv,16-17,538,254,23,0.472119,0.042751
12,Skåne,1214,Svalöv,18-29,1778,1042,668,0.586052,0.375703
12,Skåne,1214,Svalöv,30-39,1985,1302,1099,0.655919,0.553652
12,Skåne,1214,Svalöv,40-49,1887,1481,1382,0.784844,0.732379
12,Skåne,1214,Svalöv,50-59,1931,1626,1553,0.842051,0.804247
12,Skåne,1214,Svalöv,60-69,1492,1344,1320,0.900804,0.884718
12,Skåne,1214,Svalöv,70-79,1258,1173,1156,0.932432,0.918919
12,Skåne,1214,Svalöv,80-89,500,453,445,0.906,0.89
12,Skåne,1214,Svalöv,90 eller äldre,112,103,101,0.919643,0.901786
12,Skåne,1230,Staffanstorp,16-17,1035,712,100,0.687923,0.096618
12,Skåne,1230,Staffanstorp,18-29,2724,1894,1423,0.695301,0.522394
12,Skåne,1230,Staffanstorp,30-39,3401,2767,2478,0.813584,0.728609
12,Skåne,1230,Staffanstorp,40-49,3866,3434,3261,0.888257,0.843508
12,Skåne,1230,Staffanstorp,50-59,3314,3040,2956,0.91732,0.891973
12,Skåne,1230,Staffanstorp,60-69,2007,1909,1876,0.951171,0.934728
12,Skåne,1230,Staffanstorp,70-79,2315,2253,2213,0.973218,0.95594
12,Skåne,1230,Staffanstorp,80-89,1206,1154,1129,0.956882,0.936153
12,Skåne,1230,Staffanstorp,90 eller äldre,197,177,167,0.898477,0.847716
12,Skåne,1231,Burlöv,16-17,684,312,72,0.45614,0.105263
12,Skåne,1231,Burlöv,18-29,2655,1473,1068,0.554802,0.40226
12,Skåne,1231,Burlöv,30-39,2751,1764,1482,0.641221,0.538713
12,Skåne,1231,Burlöv,40-49,2641,1982,1826,0.750473,0.691405
12,Skåne,1231,Burlöv,50-59,2334,1907,1824,0.817052,0.781491
12,Skåne,1231,Burlöv,60-69,1844,1577,1524,0.855206,0.826464
12,Skåne,1231,Burlöv,70-79,1577,1424,1394,0.90298,0.883957
12,Skåne,1231,Burlöv,80-89,748,667,642,0.891711,0.858289
12,Skåne,1231,Burlöv,90 eller äldre,130,120,115,0.923077,0.884615
12,Skåne,1233,Vellinge,16-17,1570,1080,159,0.687898,0.101274
12,Skåne,1233,Vellinge,18-29,3392,2340,1741,0.689858,0.513267
12,Skåne,1233,Vellinge,30-39,3662,3101,2785,0.846805,0.760513
12,Skåne,1233,Vellinge,40-49,5298,4666,4452,0.88071,0.840317
12,Skåne,1233,Vellinge,50-59,5434,4959,4856,0.912587,0.893633
12,Skåne,1233,Vellinge,60-69,3743,3564,3524,0.952177,0.941491
12,Skåne,1233,Vellinge,70-79,4496,4326,4251,0.962189,0.945507
12,Skåne,1233,Vellinge,80-89,1814,1723,1705,0.949835,0.939912
12,Skåne,1233,Vellinge,90 eller äldre,328,297,288,0.905488,0.878049
12,Skåne,1256,Östra Göinge,16-17,597,267,28,0.447236,0.046901
12,Skåne,1256,Östra Göinge,18-29,1979,1142,741,0.577059,0.374432
12,Skåne,1256,Östra Göinge,30-39,1720,1139,909,0.662209,0.528488
12,Skåne,1256,Östra Göinge,40-49,1746,1362,1211,0.780069,0.693585
12,Skåne,1256,Östra Göinge,50-59,1928,1681,1579,0.871888,0.818983
12,Skåne,1256,Östra Göinge,60-69,1646,1490,1452,0.905225,0.882139
12,Skåne,1256,Östra Göinge,70-79,1609,1513,1484,0.940336,0.922312
12,Skåne,1256,Östra Göinge,80-89,713,657,650,0.921459,0.911641
12,Skåne,1256,Östra Göinge,90 eller äldre,163,145,140,0.889571,0.858896
12,Skåne,1257,Örkelljunga,16-17,358,149,65,0.416201,0.181564
12,Skåne,1257,Örkelljunga,18-29,1341,717,526,0.534676,0.392245
12,Skåne,1257,Örkelljunga,30-39,1207,694,585,0.574979,0.484673
12,Skåne,1257,Örkelljunga,40-49,1213,866,794,0.713932,0.654575
12,Skåne,1257,Örkelljunga,50-59,1391,1116,1062,0.802301,0.76348
12,Skåne,1257,Örkelljunga,60-69,1298,1155,1125,0.889831,0.866718
12,Skåne,1257,Örkelljunga,70-79,1208,1113,1094,0.921358,0.905629
12,Skåne,1257,Örkelljunga,80-89,515,463,447,0.899029,0.867961
12,Skåne,1257,Örkelljunga,90 eller äldre,130,117,115,0.9,0.884615
12,Skåne,1260,Bjuv,16-17,634,246,28,0.388013,0.044164
12,Skåne,1260,Bjuv,18-29,2083,1008,678,0.483917,0.325492
12,Skåne,1260,Bjuv,30-39,1902,1082,873,0.568875,0.458991
12,Skåne,1260,Bjuv,40-49,2079,1477,1305,0.710438,0.627706
12,Skåne,1260,Bjuv,50-59,2152,1738,1641,0.807621,0.762546
12,Skåne,1260,Bjuv,60-69,1633,1424,1374,0.872015,0.841396
12,Skåne,1260,Bjuv,70-79,1486,1357,1318,0.91319,0.886945
12,Skåne,1260,Bjuv,80-89,575,515,500,0.895652,0.869565
12,Skåne,1260,Bjuv,90 eller äldre,93,80,75,0.860215,0.806452
12,Skåne,1261,Kävlinge,16-17,1393,1011,152,0.725772,0.109117
12,Skåne,1261,Kävlinge,18-29,3287,2302,1615,0.700335,0.491329
12,Skåne,1261,Kävlinge,30-39,3951,3275,2913,0.828904,0.737282
12,Skåne,1261,Kävlinge,40-49,5012,4506,4306,0.899042,0.859138
12,Skåne,1261,Kävlinge,50-59,4232,3848,3723,0.909263,0.879726
12,Skåne,1261,Kävlinge,60-69,2759,2588,2514,0.938021,0.9112
12,Skåne,1261,Kävlinge,70-79,3156,3016,2978,0.95564,0.943599
12,Skåne,1261,Kävlinge,80-89,1223,1150,1122,0.940311,0.917416
12,Skåne,1261,Kävlinge,90 eller äldre,226,204,197,0.902655,0.871681
12,Skåne,1262,Lomma,16-17,1124,863,162,0.767794,0.144128
12,Skåne,1262,Lomma,18-29,2190,1508,1144,0.688584,0.522374
12,Skåne,1262,Lomma,30-39,2296,2008,1836,0.874564,0.799652
12,Skåne,1262,Lomma,40-49,3982,3655,3527,0.91788,0.885736
12,Skåne,1262,Lomma,50-59,3467,3202,3120,0.923565,0.899913
12,Skåne,1262,Lomma,60-69,2192,2087,2061,0.952099,0.940237
12,Skåne,1262,Lomma,70-79,2581,2510,2485,0.972491,0.962805
12,Skåne,1262,Lomma,80-89,1323,1276,1253,0.964475,0.94709
12,Skåne,1262,Lomma,90 eller äldre,236,223,215,0.944915,0.911017
12,Skåne,1263,Svedala,16-17,901,495,81,0.54939,0.0899
12,Skåne,1263,Svedala,18-29,2309,1539,1191,0.666522,0.515808
12,Skåne,1263,Svedala,30-39,3084,2414,2114,0.78275,0.685473
12,Skåne,1263,Svedala,40-49,3490,2932,2789,0.840115,0.79914
12,Skåne,1263,Svedala,50-59,2741,2439,2380,0.889821,0.868296
12,Skåne,1263,Svedala,60-69,2091,1953,1926,0.934003,0.92109
12,Skåne,1263,Svedala,70-79,1984,1871,1847,0.943044,0.930948
12,Skåne,1263,Svedala,80-89,792,744,726,0.939394,0.916667
12,Skåne,1263,Svedala,90 eller äldre,166,157,154,0.945783,0.927711
12,Skåne,1264,Skurup,16-17,565,285,35,0.504425,0.061947
12,Skåne,1264,Skurup,18-29,2059,1255,862,0.609519,0.41865
12,Skåne,1264,Skurup,30-39,1952,1408,1211,0.721311,0.620389
12,Skåne,1264,Skurup,40-49,2059,1622,1515,0.787761,0.735794
12,Skåne,1264,Skurup,50-59,2272,1925,1853,0.847271,0.815581
12,Skåne,1264,Skurup,60-69,1826,1622,1580,0.88828,0.865279
12,Skåne,1264,Skurup,70-79,1586,1468,1445,0.925599,0.911097
12,Skåne,1264,Skurup,80-89,653,580,568,0.888208,0.869832
12,Skåne,1264,Skurup,90 eller äldre,145,123,120,0.848276,0.827586
12,Skåne,1265,Sjöbo,16-17,617,298,49,0.482982,0.079417
12,Skåne,1265,Sjöbo,18-29,2287,1388,1022,0.606909,0.446874
12,Skåne,1265,Sjöbo,30-39,2274,1555,1332,0.683817,0.585752
12,Skåne,1265,Sjöbo,40-49,2325,1808,1691,0.777634,0.727312
12,Skåne,1265,Sjöbo,50-59,2796,2370,2263,0.847639,0.809371
12,Skåne,1265,Sjöbo,60-69,2505,2249,2206,0.897804,0.880639
12,Skåne,1265,Sjöbo,70-79,2180,1982,1944,0.909174,0.891743
12,Skåne,1265,Sjöbo,80-89,926,853,836,0.921166,0.902808
12,Skåne,1265,Sjöbo,90 eller äldre,187,161,157,0.860963,0.839572
12,Skåne,1266,Hörby,16-17,529,280,41,0.529301,0.077505
12,Skåne,1266,Hörby,18-29,1939,1181,872,0.609077,0.449716
12,Skåne,1266,Hörby,30-39,1946,1372,1161,0.705036,0.596608
12,Skåne,1266,Hörby,40-49,1929,1530,1438,0.793157,0.745464
12,Skåne,1266,Hörby,50-59,2066,1756,1688,0.849952,0.817038
12,Skåne,1266,Hörby,60-69,1970,1764,1708,0.895431,0.867005
12,Skåne,1266,Hörby,70-79,1650,1537,1479,0.931515,0.896364
12,Skåne,1266,Hörby,80-89,722,656,621,0.908587,0.860111
12,Skåne,1266,Hörby,90 eller äldre,190,165,161,0.868421,0.847368
12,Skåne,1267,Höör,16-17,625,405,57,0.648,0.0912
12,Skåne,1267,Höör,18-29,1854,1215,860,0.65534,0.463862
12,Skåne,1267,Höör,30-39,2029,1552,1324,0.764909,0.652538
12,Skåne,1267,Höör,40-49,2196,1831,1691,0.833789,0.770036
12,Skåne,1267,Höör,50-59,2331,2064,1983,0.885457,0.850708
12,Skåne,1267,Höör,60-69,2038,1847,1798,0.906281,0.882237
12,Skåne,1267,Höör,70-79,1705,1600,1559,0.938416,0.91437
12,Skåne,1267,Höör,80-89,710,647,636,0.911268,0.895775
12,Skåne,1267,Höör,90 eller äldre,194,162,157,0.835052,0.809278
12,Skåne,1270,Tomelilla,16-17,449,219,75,0.487751,0.167038
12,Skåne,1270,Tomelilla,18-29,1719,1015,782,0.59046,0.454916
12,Skåne,1270,Tomelilla,30-39,1568,1066,925,0.679847,0.589923
12,Skåne,1270,Tomelilla,40-49,1551,1212,1117,0.781431,0.720181
12,Skåne,1270,Tomelilla,50-59,1682,1433,1350,0.851962,0.802616
12,Skåne,1270,Tomelilla,60-69,1860,1670,1637,0.897849,0.880108
12,Skåne,1270,Tomelilla,70-79,1619,1550,1518,0.957381,0.937616
12,Skåne,1270,Tomelilla,80-89,756,715,687,0.945767,0.90873
12,Skåne,1270,Tomelilla,90 eller äldre,161,144,135,0.89441,0.838509
12,Skåne,1272,Bromölla,16-17,465,221,18,0.475269,0.03871
12,Skåne,1272,Bromölla,18-29,1486,887,537,0.596904,0.361373
12,Skåne,1272,Bromölla,30-39,1442,983,829,0.681692,0.574896
12,Skåne,1272,Bromölla,40-49,1549,1238,1136,0.799225,0.733376
12,Skåne,1272,Bromölla,50-59,1715,1497,1436,0.872886,0.837318
12,Skåne,1272,Bromölla,60-69,1505,1371,1338,0.910963,0.889037
12,Skåne,1272,Bromölla,70-79,1550,1474,1427,0.950968,0.920645
12,Skåne,1272,Bromölla,80-89,676,629,608,0.930473,0.899408
12,Skåne,1272,Bromölla,90 eller äldre,126,114,105,0.904762,0.833333
12,Skåne,1273,Osby,16-17,474,287,29,0.605485,0.061181
12,Skåne,1273,Osby,18-29,1617,1043,680,0.645022,0.420532
12,Skåne,1273,Osby,30-39,1510,1059,860,0.701325,0.569536
12,Skåne,1273,Osby,40-49,1492,1170,1058,0.784182,0.709115
12,Skåne,1273,Osby,50-59,1718,1497,1425,0.871362,0.829453
12,Skåne,1273,Osby,60-69,1533,1410,1391,0.919765,0.907371
12,Skåne,1273,Osby,70-79,1581,1490,1469,0.942441,0.929159
12,Skåne,1273,Osby,80-89,795,767,756,0.96478,0.950943
12,Skåne,1273,Osby,90 eller äldre,201,184,179,0.915423,0.890547
12,Skåne,1275,Perstorp,16-17,268,105,19,0.391791,0.070896
12,Skåne,1275,Perstorp,18-29,1030,552,416,0.535922,0.403883
12,Skåne,1275,Perstorp,30-39,930,545,462,0.586022,0.496774
12,Skåne,1275,Perstorp,40-49,810,594,554,0.733333,0.683951
12,Skåne,1275,Perstorp,50-59,970,803,773,0.827835,0.796907
12,Skåne,1275,Perstorp,60-69,858,758,731,0.88345,0.851981
12,Skåne,1275,Perstorp,70-79,756,686,663,0.907407,0.876984
12,Skåne,1275,Perstorp,80-89,377,352,342,0.933687,0.907162
12,Skåne,1275,Perstorp,90 eller äldre,73,62,61,0.849315,0.835616
12,Skåne,1276,Klippan,16-17,595,272,42,0.457143,0.070588
12,Skåne,1276,Klippan,18-29,2423,1389,965,0.573256,0.398267
12,Skåne,1276,Klippan,30-39,2129,1306,1046,0.613434,0.49131
12,Skåne,1276,Klippan,40-49,2122,1574,1386,0.741753,0.653157
12,Skåne,1276,Klippan,50-59,2434,1974,1876,0.811011,0.770748
12,Skåne,1276,Klippan,60-69,2041,1771,1728,0.867712,0.846644
12,Skåne,1276,Klippan,70-79,1923,1762,1726,0.916277,0.897556
12,Skåne,1276,Klippan,80-89,841,756,730,0.89893,0.868014
12,Skåne,1276,Klippan,90 eller äldre,201,170,164,0.845771,0.81592
12,Skåne,1277,Åstorp,16-17,689,296,42,0.429608,0.060958
12,Skåne,1277,Åstorp,18-29,2066,1007,681,0.487415,0.329622
12,Skåne,1277,Åstorp,30-39,2090,1297,1059,0.620574,0.506699
12,Skåne,1277,Åstorp,40-49,2181,1562,1399,0.716185,0.641449
12,Skåne,1277,Åstorp,50-59,2067,1673,1586,0.809386,0.767296
12,Skåne,1277,Åstorp,60-69,1478,1318,1282,0.891746,0.867388
12,Skåne,1277,Åstorp,70-79,1434,1295,1266,0.903068,0.882845
12,Skåne,1277,Åstorp,80-89,589,533,520,0.904924,0.882852
12,Skåne,1277,Åstorp,90 eller äldre,111,93,90,0.837838,0.810811
12,Skåne,1278,Båstad,16-17,472,293,31,0.620763,0.065678
12,Skåne,1278,Båstad,18-29,1558,1018,763,0.653402,0.48973
12,Skåne,1278,Båstad,30-39,1456,1045,889,0.71772,0.610577
12,Skåne,1278,Båstad,40-49,1743,1484,1403,0.851406,0.804934
12,Skåne,1278,Båstad,50-59,2096,1870,1793,0.892176,0.855439
12,Skåne,1278,Båstad,60-69,2206,2094,2064,0.949229,0.93563
12,Skåne,1278,Båstad,70-79,2331,2228,2193,0.955813,0.940798
12,Skåne,1278,Båstad,80-89,1053,1004,978,0.953466,0.928775
12,Skåne,1278,Båstad,90 eller äldre,240,217,212,0.904167,0.883333
12,Skåne,1280,Malmö,16-17,10053,3883,609,0.386253,0.060579
12,Skåne,1280,Malmö,18-29,59369,37329,29026,0.628762,0.488908
12,Skåne,1280,Malmö,30-39,60979,39986,34170,0.655734,0.560357
12,Skåne,1280,Malmö,40-49,45657,32393,29536,0.709486,0.646911
12,Skåne,1280,Malmö,50-59,38556,30628,29191,0.794377,0.757107
12,Skåne,1280,Malmö,60-69,30882,26303,25527,0.851726,0.826598
12,Skåne,1280,Malmö,70-79,23806,21183,20660,0.889818,0.867848
12,Skåne,1280,Malmö,80-89,11311,10062,9735,0.889577,0.860667
12,Skåne,1280,Malmö,90 eller äldre,2895,2481,2380,0.856995,0.822107
12,Skåne,1281,Lund,16-17,4066,2804,430,0.689621,0.105755
12,Skåne,1281,Lund,18-29,28671,22981,17791,0.801542,0.620522
12,Skåne,1281,Lund,30-39,16708,12603,11196,0.754309,0.670098
12,Skåne,1281,Lund,40-49,15147,13173,12410,0.869677,0.819304
12,Skåne,1281,Lund,50-59,13434,12153,11691,0.904645,0.870255
12,Skåne,1281,Lund,60-69,11498,10698,10463,0.930423,0.909984
12,Skåne,1281,Lund,70-79,10361,9884,9705,0.953962,0.936686
12,Skåne,1281,Lund,80-89,4305,4096,4002,0.951452,0.929617
12,Skåne,1281,Lund,90 eller äldre,1004,926,887,0.922311,0.883466
12,Skåne,1282,Landskrona,16-17,1488,635,80,0.426747,0.053763
12,Skåne,1282,Landskrona,18-29,6202,3300,2192,0.532086,0.353434
12,Skåne,1282,Landskrona,30-39,6149,3754,3085,0.610506,0.501708
12,Skåne,1282,Landskrona,40-49,5871,4380,3992,0.74604,0.679952
12,Skåne,1282,Landskrona,50-59,5818,4865,4656,0.836198,0.800275
12,Skåne,1282,Landskrona,60-69,5046,4485,4399,0.888823,0.87178
12,Skåne,1282,Landskrona,70-79,4697,4354,4281,0.926975,0.911433
12,Skåne,1282,Landskrona,80-89,1942,1778,1745,0.915551,0.898558
12,Skåne,1282,Landskrona,90 eller äldre,398,360,345,0.904523,0.866834
12,Skåne,1283,Helsingborg,16-17,5054,2485,336,0.49169,0.066482
12,Skåne,1283,Helsingborg,18-29,23032,13554,9302,0.588486,0.403873
12,Skåne,1283,Helsingborg,30-39,20296,13115,10716,0.646186,0.527986
12,Skåne,1283,Helsingborg,40-49,19016,14616,13244,0.768616,0.696466
12,Skåne,1283,Helsingborg,50-59,19181,16137,15377,0.841301,0.801679
12,Skåne,1283,Helsingborg,60-69,15286,13603,13218,0.889899,0.864713
12,Skåne,1283,Helsingborg,70-79,13248,12206,11911,0.921347,0.899079
12,Skåne,1283,Helsingborg,80-89,5942,5416,5243,0.911478,0.882363
12,Skåne,1283,Helsingborg,90 eller äldre,1377,1223,1161,0.888163,0.843137
12,Skåne,1284,Höganäs,16-17,1024,621,86,0.606445,0.083984
12,Skåne,1284,Höganäs,18-29,2612,1625,1112,0.622129,0.425727
12,Skåne,1284,Höganäs,30-39,2668,2006,1720,0.751874,0.644678
12,Skåne,1284,Höganäs,40-49,3532,3019,2842,0.854757,0.804643
12,Skåne,1284,Höganäs,50-59,3666,3254,3169,0.887616,0.86443
12,Skåne,1284,Höganäs,60-69,3340,3117,3067,0.933234,0.918263
12,Skåne,1284,Höganäs,70-79,3764,3616,3555,0.96068,0.944474
12,Skåne,1284,Höganäs,80-89,1519,1432,1400,0.942725,0.921659
12,Skåne,1284,Höganäs,90 eller äldre,358,317,304,0.885475,0.849162
12,Skåne,1285,Eslöv,16-17,1289,707,113,0.548487,0.087665
12,Skåne,1285,Eslöv,18-29,4654,3029,1996,0.650838,0.428878
12,Skåne,1285,Eslöv,30-39,4427,3180,2662,0.718319,0.60131
12,Skåne,1285,Eslöv,40-49,4511,3707,3430,0.821769,0.760364
12,Skåne,1285,Eslöv,50-59,4497,3887,3715,0.864354,0.826106
12,Skåne,1285,Eslöv,60-69,3455,3102,3017,0.897829,0.873227
12,Skåne,1285,Eslöv,70-79,3011,2776,2711,0.921953,0.900365
12,Skåne,1285,Eslöv,80-89,1403,1310,1270,0.933713,0.905203
12,Skåne,1285,Eslöv,90 eller äldre,310,278,264,0.896774,0.851613
12,Skåne,1286,Ystad,16-17,958,644,105,0.672234,0.109603
12,Skåne,1286,Ystad,18-29,3640,2651,1982,0.728297,0.544505
12,Skåne,1286,Ystad,30-39,3302,2615,2289,0.791944,0.693216
12,Skåne,1286,Ystad,40-49,3495,3006,2794,0.860086,0.799428
12,Skåne,1286,Ystad,50-59,4075,3666,3470,0.899632,0.851534
12,Skåne,1286,Ystad,60-69,4263,3967,3887,0.930565,0.911799
12,Skåne,1286,Ystad,70-79,4223,4032,3951,0.954771,0.935591
12,Skåne,1286,Ystad,80-89,1809,1696,1663,0.937535,0.919292
12,Skåne,1286,Ystad,90 eller äldre,435,388,371,0.891954,0.852874
12,Skåne,1287,Trelleborg,16-17,1618,904,144,0.558714,0.088999
12,Skåne,1287,Trelleborg,18-29,5732,3644,2679,0.635729,0.467376
12,Skåne,1287,Trelleborg,30-39,5718,3952,3342,0.691151,0.58447
12,Skåne,1287,Trelleborg,40-49,5758,4558,4248,0.791594,0.737756
12,Skåne,1287,Trelleborg,50-59,6379,5482,5283,0.859382,0.828186
12,Skåne,1287,Trelleborg,60-69,5136,4691,4596,0.913357,0.89486
12,Skåne,1287,Trelleborg,70-79,4737,4443,4366,0.937935,0.92168
12,Skåne,1287,Trelleborg,80-89,2178,2014,1980,0.924702,0.909091
12,Skåne,1287,Trelleborg,90 eller äldre,449,403,388,0.89755,0.864143
12,Skåne,1290,Kristianstad,16-17,3033,1720,195,0.567095,0.064293
12,Skåne,1290,Kristianstad,18-29,12420,8129,5468,0.654509,0.440258
12,Skåne,1290,Kristianstad,30-39,10589,7710,6301,0.728114,0.595051
12,Skåne,1290,Kristianstad,40-49,10255,8467,7663,0.825646,0.747245
12,Skåne,1290,Kristianstad,50-59,10951,9604,8956,0.876998,0.817825
12,Skåne,1290,Kristianstad,60-69,9656,8927,8724,0.924503,0.90348
12,Skåne,1290,Kristianstad,70-79,8937,8431,8235,0.943381,0.92145
