Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade
14,Västra Götaland,1473,Töreboda,30-39,1007,652,372,0.647468,0.369414
14,Västra Götaland,1473,Töreboda,40-49,1003,766,655,0.763709,0.653041
14,Västra Götaland,1473,Töreboda,50-59,1289,1101,1045,0.854151,0.810706
14,Västra Götaland,1473,Töreboda,60-69,1307,1200,1181,0.918133,0.903596
14,Västra Götaland,1473,Töreboda,70-79,1162,1090,1073,0.938038,0.923408
14,Västra Götaland,1473,Töreboda,80-89,470,454,445,0.965957,0.946809
14,Västra Götaland,1473,Töreboda,90 eller äldre,117,110,101,0.940171,0.863248
14,Västra Götaland,1480,Göteborg,16-17,17150,7257,877,0.423149,0.051137
14,Västra Götaland,1480,Göteborg,18-29,106660,72639,45142,0.681033,0.423233
14,Västra Götaland,1480,Göteborg,30-39,99116,66897,45194,0.674936,0.455971
14,Västra Götaland,1480,Göteborg,40-49,74334,56180,46731,0.755778,0.628663
14,Västra Götaland,1480,Göteborg,50-59,67813,56162,51279,0.828189,0.756182
14,Västra Götaland,1480,Göteborg,60-69,54287,47801,45468,0.880524,0.837549
14,Västra Götaland,1480,Göteborg,70-79,42760,39326,38002,0.919691,0.888728
14,Västra Götaland,1480,Göteborg,80-89,18087,16605,15866,0.918063,0.877205
14,Västra Götaland,1480,Göteborg,90 eller äldre,4565,4062,3775,0.889814,0.826944
14,Västra Götaland,1481,Mölndal,16-17,2494,1496,169,0.59984,0.067763
14,Västra Götaland,1481,Mölndal,18-29,10619,7882,5124,0.742254,0.482531
14,Västra Götaland,1481,Mölndal,30-39,10382,8004,5694,0.77095,0.548449
14,Västra Götaland,1481,Mölndal,40-49,9918,8420,7288,0.848961,0.734826
14,Västra Götaland,1481,Mölndal,50-59,8899,7891,7314,0.886729,0.82189
14,Västra Götaland,1481,Mölndal,60-69,6382,5838,5608,0.91476,0.878721
14,Västra Götaland,1481,Mölndal,70-79,5080,4776,4566,0.940157,0.898819
14,Västra Götaland,1481,Mölndal,80-89,2416,2282,2042,0.944536,0.845199
14,Västra Götaland,1481,Mölndal,90 eller äldre,507,471,427,0.928994,0.842209
14,Västra Götaland,1482,Kungälv,16-17,1677,1008,110,0.601073,0.065593
14,Västra Götaland,1482,Kungälv,18-29,6135,4286,2465,0.698615,0.401793
14,Västra Götaland,1482,Kungälv,30-39,6003,4624,2934,0.770282,0.488756
14,Västra Götaland,1482,Kungälv,40-49,5867,5027,4113,0.856826,0.70104
14,Västra Götaland,1482,Kungälv,50-59,6431,5776,5379,0.89815,0.836417
14,Västra Götaland,1482,Kungälv,60-69,4855,4552,4408,0.93759,0.90793
14,Västra Götaland,1482,Kungälv,70-79,4559,4379,4299,0.960518,0.94297
14,Västra Götaland,1482,Kungälv,80-89,2232,2144,2078,0.960573,0.931004
14,Västra Götaland,1482,Kungälv,90 eller äldre,456,423,403,0.927632,0.883772
14,Västra Götaland,1484,Lysekil,16-17,394,223,26,0.56599,0.06599
14,Västra Götaland,1484,Lysekil,18-29,1546,1027,715,0.664295,0.462484
14,Västra Götaland,1484,Lysekil,30-39,1409,1043,780,0.740241,0.553584
14,Västra Götaland,1484,Lysekil,40-49,1486,1277,1151,0.859354,0.774563
14,Västra Götaland,1484,Lysekil,50-59,1945,1756,1677,0.902828,0.862211
14,Västra Götaland,1484,Lysekil,60-69,2202,2083,2040,0.945958,0.926431
14,Västra Götaland,1484,Lysekil,70-79,2107,2026,1993,0.961557,0.945895
14,Västra Götaland,1484,Lysekil,80-89,926,879,858,0.949244,0.926566
14,Västra Götaland,1484,Lysekil,90 eller äldre,213,197,178,0.924883,0.835681
14,Västra Götaland,1485,Uddevalla,16-17,1944,1092,158,0.561728,0.081276
14,Västra Götaland,1485,Uddevalla,18-29,8100,5220,3282,0.644444,0.405185
14,Västra Götaland,1485,Uddevalla,30-39,6939,5020,3478,0.723447,0.501225
14,Västra Götaland,1485,Uddevalla,40-49,6702,5523,4822,0.824082,0.719487
14,Västra Götaland,1485,Uddevalla,50-59,7294,6489,6092,0.889635,0.835207
14,Västra Götaland,1485,Uddevalla,60-69,6450,6058,5861,0.939225,0.908682
14,Västra Götaland,1485,Uddevalla,70-79,5516,5260,5110,0.95359,0.926396
14,Västra Götaland,1485,Uddevalla,80-89,2837,2700,2581,0.95171,0.909764
14,Västra Götaland,1485,Uddevalla,90 eller äldre,638,585,553,0.916928,0.866771
14,Västra Götaland,1486,Strömstad,16-17,389,234,31,0.601542,0.079692
14,Västra Götaland,1486,Strömstad,18-29,1660,1092,696,0.657831,0.419277
14,Västra Götaland,1486,Strömstad,30-39,1730,1206,910,0.69711,0.526012
14,Västra Götaland,1486,Strömstad,40-49,1701,1399,1210,0.822457,0.711346
14,Västra Götaland,1486,Strömstad,50-59,1610,1401,1341,0.870186,0.832919
14,Västra Götaland,1486,Strömstad,60-69,1554,1454,1431,0.93565,0.920849
14,Västra Götaland,1486,Strömstad,70-79,1475,1429,1407,0.968814,0.953898
14,Västra Götaland,1486,Strömstad,80-89,627,599,579,0.955343,0.923445
14,Västra Götaland,1486,Strömstad,90 eller äldre,156,146,140,0.935897,0.897436
14,Västra Götaland,1487,Vänersborg,16-17,1417,643,94,0.453776,0.066337
14,Västra Götaland,1487,Vänersborg,18-29,5230,3467,2023,0.662906,0.386807
14,Västra Götaland,1487,Vänersborg,30-39,4692,3411,2205,0.726982,0.469949
14,Västra Götaland,1487,Vänersborg,40-49,4502,3741,3223,0.830964,0.715904
14,Västra Götaland,1487,Vänersborg,50-59,5237,4721,4458,0.90147,0.851251
14,Västra Götaland,1487,Vänersborg,60-69,4627,4306,4169,0.930625,0.901016
14,Västra Götaland,1487,Vänersborg,70-79,4292,4113,4002,0.958295,0.932432
14,Västra Götaland,1487,Vänersborg,80-89,2099,2013,1938,0.959028,0.923297
14,Västra Götaland,1487,Vänersborg,90 eller äldre,403,368,348,0.913151,0.863524
14,Västra Götaland,1488,Trollhättan,16-17,2212,970,111,0.438517,0.050181
14,Västra Götaland,1488,Trollhättan,18-29,9664,6310,3362,0.652939,0.347889
14,Västra Götaland,1488,Trollhättan,30-39,7561,5263,3257,0.696072,0.430763
14,Västra Götaland,1488,Trollhättan,40-49,7146,5815,4907,0.813742,0.686678
14,Västra Götaland,1488,Trollhättan,50-59,7629,6731,6339,0.882291,0.830908
14,Västra Götaland,1488,Trollhättan,60-69,6012,5430,5117,0.903194,0.851131
14,Västra Götaland,1488,Trollhättan,70-79,5283,4950,4792,0.936968,0.90706
14,Västra Götaland,1488,Trollhättan,80-89,2501,2360,2272,0.943623,0.908437
14,Västra Götaland,1488,Trollhättan,90 eller äldre,574,515,484,0.897213,0.843206
14,Västra Götaland,1489,Alingsås,16-17,1492,911,114,0.61059,0.076408
14,Västra Götaland,1489,Alingsås,18-29,5339,3505,2002,0.65649,0.374977
14,Västra Götaland,1489,Alingsås,30-39,5172,3779,2413,0.730665,0.466551
14,Västra Götaland,1489,Alingsås,40-49,5241,4478,3758,0.854417,0.717039
14,Västra Götaland,1489,Alingsås,50-59,4969,4406,4097,0.886698,0.824512
14,Västra Götaland,1489,Alingsås,60-69,4647,4340,4162,0.933936,0.895632
14,Västra Götaland,1489,Alingsås,70-79,4579,4427,4309,0.966805,0.941035
14,Västra Götaland,1489,Alingsås,80-89,1959,1863,1791,0.950995,0.914242
14,Västra Götaland,1489,Alingsås,90 eller äldre,465,416,401,0.894624,0.862366
14,Västra Götaland,1490,Borås,16-17,3899,2547,190,0.653244,0.04873
14,Västra Götaland,1490,Borås,18-29,18197,11638,6659,0.639556,0.365939
14,Västra Götaland,1490,Borås,30-39,15274,10363,6503,0.678473,0.425756
14,Västra Götaland,1490,Borås,40-49,13798,10927,9362,0.791926,0.678504
14,Västra Götaland,1490,Borås,50-59,14151,12312,11674,0.870045,0.824959
14,Västra Götaland,1490,Borås,60-69,11417,10325,9975,0.904353,0.873697
14,Västra Götaland,1490,Borås,70-79,10263,9594,9331,0.934814,0.909188
14,Västra Götaland,1490,Borås,80-89,4965,4668,4523,0.940181,0.910977
14,Västra Götaland,1490,Borås,90 eller äldre,1127,1035,979,0.918367,0.868678
14,Västra Götaland,1491,Ulricehamn,16-17,847,528,64,0.623377,0.075561
14,Västra Götaland,1491,Ulricehamn,18-29,3159,2109,1278,0.667616,0.404558
14,Västra Götaland,1491,Ulricehamn,30-39,2823,2097,1468,0.742827,0.520014
14,Västra Götaland,1491,Ulricehamn,40-49,2883,2330,2053,0.808186,0.712105
14,Västra Götaland,1491,Ulricehamn,50-59,3324,2914,2751,0.876655,0.827617
14,Västra Götaland,1491,Ulricehamn,60-69,3014,2729,2642,0.905441,0.876576
14,Västra Götaland,1491,Ulricehamn,70-79,2824,2645,2585,0.936615,0.915368
14,Västra Götaland,1491,Ulricehamn,80-89,1270,1196,1169,0.941732,0.920472
14,Västra Götaland,1491,Ulricehamn,90 eller äldre,309,281,272,0.909385,0.880259
14,Västra Götaland,1492,Åmål,16-17,448,262,44,0.584821,0.098214
14,Västra Götaland,1492,Åmål,18-29,1516,1000,747,0.659631,0.492744
14,Västra Götaland,1492,Åmål,30-39,1215,946,761,0.778601,0.626337
14,Västra Götaland,1492,Åmål,40-49,1421,1184,1019,0.833216,0.717101
14,Västra Götaland,1492,Åmål,50-59,1695,1517,1350,0.894985,0.79646
14,Västra Götaland,1492,Åmål,60-69,1643,1536,1479,0.934875,0.900183
14,Västra Götaland,1492,Åmål,70-79,1536,1455,1417,0.947266,0.922526
14,Västra Götaland,1492,Åmål,80-89,792,751,734,0.948232,0.926768
14,Västra Götaland,1492,Åmål,90 eller äldre,177,166,162,0.937853,0.915254
14,Västra Götaland,1493,Mariestad,16-17,828,503,29,0.607488,0.035024
14,Västra Götaland,1493,Mariestad,18-29,3142,2284,1206,0.726926,0.383832
14,Västra Götaland,1493,Mariestad,30-39,2743,2110,1233,0.769231,0.449508
14,Västra Götaland,1493,Mariestad,40-49,2603,2196,1931,0.843642,0.741836
14,Västra Götaland,1493,Mariestad,50-59,3321,3029,2898,0.912075,0.872629
14,Västra Götaland,1493,Mariestad,60-69,3024,2885,2791,0.954034,0.92295
14,Västra Götaland,1493,Mariestad,70-79,3131,3022,2942,0.965187,0.939636
14,Västra Götaland,1493,Mariestad,80-89,1519,1448,1398,0.953259,0.920342
14,Västra Götaland,1493,Mariestad,90 eller äldre,312,292,269,0.935897,0.862179
14,Västra Götaland,1494,Lidköping,16-17,1373,780,88,0.568099,0.064093
14,Västra Götaland,1494,Lidköping,18-29,5427,3992,2196,0.735581,0.404643
14,Västra Götaland,1494,Lidköping,30-39,4768,3765,2337,0.789639,0.490143
14,Västra Götaland,1494,Lidköping,40-49,4749,4085,3426,0.860181,0.721415
14,Västra Götaland,1494,Lidköping,50-59,5375,4917,4581,0.914791,0.852279
14,Västra Götaland,1494,Lidköping,60-69,4802,4518,4409,0.940858,0.918159
14,Västra Götaland,1494,Lidköping,70-79,4514,4351,4271,0.96389,0.946167
14,Västra Götaland,1494,Lidköping,80-89,2059,1975,1922,0.959203,0.933463
14,Västra Götaland,1494,Lidköping,90 eller äldre,442,410,396,0.927602,0.895928
14,Västra Götaland,1495,Skara,16-17,700,347,34,0.495714,0.048571
14,Västra Götaland,1495,Skara,18-29,2561,1622,948,0.633346,0.370168
14,Västra Götaland,1495,Skara,30-39,2257,1601,1025,0.709349,0.454143
14,Västra Götaland,1495,Skara,40-49,2128,1730,1468,0.81297,0.68985
14,Västra Götaland,1495,Skara,50-59,2598,2310,2187,0.889145,0.841801
14,Västra Götaland,1495,Skara,60-69,2155,1989,1937,0.92297,0.89884
14,Västra Götaland,1495,Skara,70-79,2060,1955,1915,0.949029,0.929612
14,Västra Götaland,1495,Skara,80-89,909,885,870,0.973597,0.957096
14,Västra Götaland,1495,Skara,90 eller äldre,189,176,168,0.931217,0.888889
14,Västra Götaland,1496,Skövde,16-17,1785,938,87,0.52549,0.048739
14,Västra Götaland,1496,Skövde,18-29,9822,6927,4096,0.705254,0.417023
14,Västra Götaland,1496,Skövde,30-39,7859,5799,3745,0.73788,0.476524
14,Västra Götaland,1496,Skövde,40-49,6407,5247,4566,0.818948,0.712658
14,Västra Götaland,1496,Skövde,50-59,6999,6221,5893,0.888841,0.841977
14,Västra Götaland,1496,Skövde,60-69,5828,5367,5209,0.920899,0.893789
14,Västra Götaland,1496,Skövde,70-79,5203,4987,4866,0.958485,0.93523
14,Västra Götaland,1496,Skövde,80-89,2518,2393,2294,0.950357,0.911041
14,Västra Götaland,1496,Skövde,90 eller äldre,546,511,480,0.935897,0.879121
14,Västra Götaland,1497,Hjo,16-17,281,159,22,0.565836,0.078292
14,Västra Götaland,1497,Hjo,18-29,1121,771,383,0.687779,0.341659
14,Västra Götaland,1497,Hjo,30-39,1012,777,511,0.767787,0.504941
14,Västra Götaland,1497,Hjo,40-49,1028,876,754,0.85214,0.733463
14,Västra Götaland,1497,Hjo,50-59,1188,1070,1016,0.900673,0.855219
14,Västra Götaland,1497,Hjo,60-69,1205,1139,1104,0.945228,0.916183
14,Västra Götaland,1497,Hjo,70-79,1245,1172,1129,0.941365,0.906827
14,Västra Götaland,1497,Hjo,80-89,512,482,452,0.941406,0.882813
14,Västra Götaland,1497,Hjo,90 eller äldre,107,103,97,0.962617,0.906542
14,Västra Götaland,1498,Tidaholm,16-17,414,248,32,0.599034,0.077295
14,Västra Götaland,1498,Tidaholm,18-29,1699,1174,655,0.690995,0.385521
14,Västra Götaland,1498,Tidaholm,30-39,1451,1064,698,0.733287,0.481048
14,Västra Götaland,1498,Tidaholm,40-49,1390,1187,1037,0.853957,0.746043
14,Västra Götaland,1498,Tidaholm,50-59,1808,1599,1512,0.884403,0.836283
14,Västra Götaland,1498,Tidaholm,60-69,1549,1445,1408,0.93286,0.908974
14,Västra Götaland,1498,Tidaholm,70-79,1416,1361,1340,0.961158,0.946328
14,Västra Götaland,1498,Tidaholm,80-89,748,718,697,0.959893,0.931818
14,Västra Götaland,1498,Tidaholm,90 eller äldre,150,136,131,0.906667,0.873333
14,Västra Götaland,1499,Falköping,16-17,1228,724,106,0.589577,0.086319
14,Västra Götaland,1499,Falköping,18-29,4512,2850,1871,0.631649,0.414672
14,Västra Götaland,1499,Falköping,30-39,4033,2898,2023,0.718572,0.501612
14,Västra Götaland,1499,Falköping,40-49,3764,3081,2667,0.818544,0.708555
14,Västra Götaland,1499,Falköping,50-59,4208,3702,3503,0.879753,0.832462
14,Västra Götaland,1499,Falköping,60-69,3799,3456,3363,0.909713,0.885233
14,Västra Götaland,1499,Falköping,70-79,3337,3163,3079,0.947857,0.922685
14,Västra Götaland,1499,Falköping,80-89,1788,1690,1643,0.94519,0.918904
14,Västra Götaland,1499,Falköping,90 eller äldre,394,362,338,0.918782,0.857868
17,Värmland,1715,Kil,16-17,435,289,62,0.664368,0.142529
17,Värmland,1715,Kil,18-29,1343,1030,864,0.76694,0.643336
17,Värmland,1715,Kil,30-39,1457,1201,1077,0.824296,0.73919
17,Värmland,1715,Kil,40-49,1473,1353,1295,0.918534,0.879158
17,Värmland,1715,Kil,50-59,1516,1404,1369,0.926121,0.903034
17,Värmland,1715,Kil,60-69,1466,1393,1372,0.950205,0.93588
17,Värmland,1715,Kil,70-79,1440,1377,1363,0.95625,0.946528
17,Värmland,1715,Kil,80-89,662,632,622,0.954683,0.939577
17,Värmland,1715,Kil,90 eller äldre,124,115,109,0.927419,0.879032
17,Värmland,1730,Eda,16-17,250,185,94,0.74,0.376
17,Värmland,1730,Eda,18-29,983,721,644,0.733469,0.655137
17,Värmland,1730,Eda,30-39,1046,812,751,0.776291,0.717973
17,Värmland,1730,Eda,40-49,923,792,763,0.858072,0.826652
17,Värmland,1730,Eda,50-59,1183,1041,1025,0.879966,0.866441
17,Värmland,1730,Eda,60-69,1177,1100,1083,0.934579,0.920136
17,Värmland,1730,Eda,70-79,979,930,902,0.949949,0.921348
17,Värmland,1730,Eda,80-89,456,435,424,0.953947,0.929825
17,Värmland,1730,Eda,90 eller äldre,116,100,98,0.862069,0.844828
17,Värmland,1737,Torsby,16-17,301,217,61,0.72093,0.202658
17,Värmland,1737,Torsby,18-29,1386,1120,1022,0.808081,0.737374
17,Värmland,1737,Torsby,30-39,1199,987,933,0.823186,0.778148
17,Värmland,1737,Torsby,40-49,1248,1096,1060,0.878205,0.849359
17,Värmland,1737,Torsby,50-59,1578,1430,1410,0.90621,0.893536
17,Värmland,1737,Torsby,60-69,1666,1565,1534,0.939376,0.920768
17,Värmland,1737,Torsby,70-79,1616,1536,1497,0.950495,0.926361
17,Värmland,1737,Torsby,80-89,782,737,718,0.942455,0.918159
17,Värmland,1737,Torsby,90 eller äldre,164,149,141,0.908537,0.859756
17,Värmland,1760,Storfors,16-17,138,91,41,0.65942,0.297101
17,Värmland,1760,Storfors,18-29,448,316,280,0.705357,0.625
17,Värmland,1760,Storfors,30-39,371,277,252,0.746631,0.679245
17,Värmland,1760,Storfors,40-49,395,320,303,0.810127,0.767089
17,Värmland,1760,Storfors,50-59,588,538,527,0.914966,0.896259
17,Värmland,1760,Storfors,60-69,624,575,567,0.921474,0.908654
17,Värmland,1760,Storfors,70-79,608,567,561,0.932566,0.922697
17,Värmland,1760,Storfors,80-89,195,187,186,0.958974,0.953846
17,Värmland,1760,Storfors,90 eller äldre,52,48,47,0.923077,0.903846
17,Värmland,1761,Hammarö,16-17,628,511,132,0.813694,0.210191
17,Värmland,1761,Hammarö,18-29,1507,1254,1027,0.832117,0.681486
17,Värmland,1761,Hammarö,30-39,2196,2010,1858,0.915301,0.846084
17,Värmland,1761,Hammarö,40-49,2403,2257,2183,0.939243,0.908448
17,Värmland,1761,Hammarö,50-59,2042,1953,1915,0.956415,0.937806
17,Värmland,1761,Hammarö,60-69,1821,1744,1718,0.957716,0.943438
17,Värmland,1761,Hammarö,70-79,1582,1524,1503,0.963338,0.950063
17,Värmland,1761,Hammarö,80-89,689,663,646,0.962264,0.937591
17,Värmland,1761,Hammarö,90 eller äldre,133,125,111,0.93985,0.834586
17,Värmland,1762,Munkfors,16-17,120,73,30,0.608333,0.25
17,Värmland,1762,Munkfors,18-29,447,311,255,0.695749,0.57047
17,Värmland,1762,Munkfors,30-39,403,282,242,0.699752,0.600496
17,Värmland,1762,Munkfors,40-49,346,285,264,0.823699,0.763006
17,Värmland,1762,Munkfors,50-59,552,475,444,0.860507,0.804348
17,Värmland,1762,Munkfors,60-69,495,457,442,0.923232,0.892929
17,Värmland,1762,Munkfors,70-79,453,432,408,0.953642,0.900662
17,Värmland,1762,Munkfors,80-89,276,261,246,0.945652,0.891304
17,Värmland,1762,Munkfors,90 eller äldre,74,71,67,0.959459,0.905405
17,Värmland,1763,Forshaga,16-17,407,270,46,0.663391,0.113022
17,Värmland,1763,Forshaga,18-29,1335,1028,839,0.770037,0.628464
17,Värmland,1763,Forshaga,30-39,1383,1194,1078,0.863341,0.779465
17,Värmland,1763,Forshaga,40-49,1359,1205,1148,0.886681,0.844739
17,Värmland,1763,Forshaga,50-59,1549,1429,1381,0.922531,0.891543
17,Värmland,1763,Forshaga,60-69,1264,1196,1180,0.946203,0.933544
17,Värmland,1763,Forshaga,70-79,1348,1311,1286,0.972552,0.954006
17,Värmland,1763,Forshaga,80-89,597,563,549,0.943049,0.919598
17,Värmland,1763,Forshaga,90 eller äldre,111,98,93,0.882883,0.837838
17,Värmland,1764,Grums,16-17,268,184,40,0.686567,0.149254
17,Värmland,1764,Grums,18-29,1063,770,637,0.724365,0.599247
17,Värmland,1764,Grums,30-39,1048,821,725,0.783397,0.691794
17,Värmland,1764,Grums,40-49,953,815,771,0.855194,0.809024
17,Värmland,1764,Grums,50-59,1276,1148,1118,0.899687,0.876176
17,Värmland,1764,Grums,60-69,1172,1098,1072,0.93686,0.914676
17,Värmland,1764,Grums,70-79,1167,1098,1067,0.940874,0.91431
17,Värmland,1764,Grums,80-89,508,490,477,0.964567,0.938976
17,Värmland,1764,Grums,90 eller äldre,113,107,102,0.946903,0.902655
17,Värmland,1765,Årjäng,16-17,338,224,116,0.662722,0.343195
17,Värmland,1765,Årjäng,18-29,1311,975,851,0.743707,0.649123
17,Värmland,1765,Årjäng,30-39,1129,849,762,0.751993,0.674934
17,Värmland,1765,Årjäng,40-49,1150,960,911,0.834783,0.792174
17,Värmland,1765,Årjäng,50-59,1386,1238,1198,0.893218,0.864358
17,Värmland,1765,Årjäng,60-69,1282,1181,1153,0.921217,0.899376
17,Värmland,1765,Årjäng,70-79,1192,1107,1067,0.928691,0.895134
17,Värmland,1765,Årjäng,80-89,535,507,483,0.947664,0.902804
17,Värmland,1765,Årjäng,90 eller äldre,127,120,118,0.944882,0.929134
17,Värmland,1766,Sunne,16-17,409,288,72,0.704156,0.176039
17,Värmland,1766,Sunne,18-29,1746,1399,1184,0.80126,0.678121
17,Värmland,1766,Sunne,30-39,1334,1094,997,0.82009,0.747376
17,Värmland,1766,Sunne,40-49,1477,1337,1278,0.905213,0.865267
17,Värmland,1766,Sunne,50-59,1923,1745,1702,0.907436,0.885075
17,Värmland,1766,Sunne,60-69,1882,1761,1736,0.935707,0.922423
17,Värmland,1766,Sunne,70-79,1542,1474,1438,0.955901,0.932555
17,Värmland,1766,Sunne,80-89,736,709,678,0.963315,0.921196
17,Värmland,1766,Sunne,90 eller äldre,173,161,154,0.930636,0.890173
17,Värmland,1780,Karlstad,16-17,2909,2093,444,0.719491,0.15263
17,Värmland,1780,Karlstad,18-29,17161,14269,11650,0.831478,0.678865
17,Värmland,1780,Karlstad,30-39,12285,10245,9052,0.833944,0.736834
17,Värmland,1780,Karlstad,40-49,11068,9941,9423,0.898175,0.851373
17,Värmland,1780,Karlstad,50-59,11548,10773,10500,0.932889,0.909248
17,Värmland,1780,Karlstad,60-69,10051,9555,9416,0.950652,0.936822
17,Värmland,1780,Karlstad,70-79,9143,8770,8644,0.959204,0.945423
17,Värmland,1780,Karlstad,80-89,4362,4149,4037,0.951169,0.925493
17,Värmland,1780,Karlstad,90 eller äldre,984,932,883,0.947154,0.897358
17,Värmland,1781,Kristinehamn,16-17,741,512,217,0.690958,0.292848
17,Värmland,1781,Kristinehamn,18-29,2988,2237,1947,0.748661,0.651606
17,Värmland,1781,Kristinehamn,30-39,2607,2086,1907,0.800153,0.731492
17,Värmland,1781,Kristinehamn,40-49,2731,2386,2291,0.873673,0.838887
17,Värmland,1781,Kristinehamn,50-59,3306,3035,2959,0.918028,0.895039
17,Värmland,1781,Kristinehamn,60-69,3161,2999,2963,0.94875,0.937362
17,Värmland,1781,Kristinehamn,70-79,3157,3061,3028,0.969591,0.959138
17,Värmland,1781,Kristinehamn,80-89,1394,1337,1323,0.95911,0.949067
17,Värmland,1781,Kristinehamn,90 eller äldre,317,300,292,0.946372,0.921136
17,Värmland,1782,Filipstad,16-17,328,221,110,0.67378,0.335366
17,Värmland,1782,Filipstad,18-29,1382,984,833,0.712012,0.60275
17,Värmland,1782,Filipstad,30-39,1044,762,703,0.729885,0.673372
17,Värmland,1782,Filipstad,40-49,1066,904,857,0.84803,0.80394
17,Värmland,1782,Filipstad,50-59,1349,1211,1171,0.897702,0.86805
17,Värmland,1782,Filipstad,60-69,1428,1313,1293,0.919468,0.905462
17,Värmland,1782,Filipstad,70-79,1383,1295,1275,0.93637,0.921909
17,Värmland,1782,Filipstad,80-89,652,603,594,0.924847,0.911043
17,Värmland,1782,Filipstad,90 eller äldre,184,165,161,0.896739,0.875
17,Värmland,1783,Hagfors,16-17,335,247,120,0.737313,0.358209
17,Värmland,1783,Hagfors,18-29,1248,931,780,0.745994,0.625
17,Värmland,1783,Hagfors,30-39,1119,854,765,0.763181,0.683646
17,Värmland,1783,Hagfors,40-49,1189,995,917,0.836838,0.771236
17,Värmland,1783,Hagfors,50-59,1703,1524,1446,0.894891,0.84909
17,Värmland,1783,Hagfors,60-69,1828,1669,1561,0.91302,0.853939
17,Värmland,1783,Hagfors,70-79,1602,1503,1393,0.938202,0.869538
17,Värmland,1783,Hagfors,80-89,829,796,757,0.960193,0.913148
17,Värmland,1783,Hagfors,90 eller äldre,167,152,147,0.91018,0.88024
17,Värmland,1784,Arvika,16-17,777,587,96,0.75547,0.123552
17,Värmland,1784,Arvika,18-29,3267,2552,2196,0.781145,0.672176
17,Värmland,1784,Arvika,30-39,2917,2473,2240,0.847789,0.767912
17,Värmland,1784,Arvika,40-49,2913,2639,2539,0.905939,0.87161
17,Värmland,1784,Arvika,50-59,3420,3151,3071,0.921345,0.897953
17,Värmland,1784,Arvika,60-69,3348,3147,3103,0.939964,0.926822
17,Värmland,1784,Arvika,70-79,3193,3035,2983,0.950517,0.934231
17,Värmland,1784,Arvika,80-89,1531,1464,1434,0.956238,0.936643
17,Värmland,1784,Arvika,90 eller äldre,390,361,351,0.925641,0.9
17,Värmland,1785,Säffle,16-17,538,335,73,0.622677,0.135688
17,Värmland,1785,Säffle,18-29,1900,1373,1100,0.722632,0.578947
17,Värmland,1785,Säffle,30-39,1553,1221,1064,0.78622,0.685126
17,Värmland,1785,Säffle,40-49,1609,1366,1283,0.848975,0.79739
17,Värmland,1785,Säffle,50-59,2145,1928,1857,0.898834,0.865734
17,Värmland,1785,Säffle,60-69,2021,1912,1870,0.946066,0.925285
17,Värmland,1785,Säffle,70-79,2003,1932,1884,0.964553,0.940589
17,Värmland,1785,Säffle,80-89,1015,967,939,0.952709,0.925123
17,Värmland,1785,Säffle,90 eller äldre,238,220,211,0.92437,0.886555
18,Örebro,1814,Lekeberg,16-17,269,201,106,0.747212,0.394052
18,Örebro,1814,Lekeberg,18-29,862,618,510,0.716937,0.591647
18,Örebro,1814,Lekeberg,30-39,1239,970,882,0.782889,0.711864
18,Örebro,1814,Lekeberg,40-49,1068,926,885,0.867041,0.828652
18,Örebro,1814,Lekeberg,50-59,948,843,821,0.889241,0.866034
18,Örebro,1814,Lekeberg,60-69,949,880,872,0.927292,0.918862
18,Örebro,1814,Lekeberg,70-79,864,817,808,0.945602,0.935185
18,Örebro,1814,Lekeberg,80-89,368,344,339,0.934783,0.921196
18,Örebro,1814,Lekeberg,90 eller äldre,76,75,73,0.986842,0.960526
18,Örebro,1860,Laxå,16-17,180,116,63,0.644444,0.35
18,Örebro,1860,Laxå,18-29,613,409,350,0.66721,0.570962
18,Örebro,1860,Laxå,30-39,582,399,371,0.685567,0.637457
18,Örebro,1860,Laxå,40-49,558,467,450,0.836918,0.806452
18,Örebro,1860,Laxå,50-59,833,744,723,0.893157,0.867947
18,Örebro,1860,Laxå,60-69,799,738,724,0.923655,0.906133
18,Örebro,1860,Laxå,70-79,784,732,722,0.933673,0.920918
18,Örebro,1860,Laxå,80-89,346,323,317,0.933526,0.916185
18,Örebro,1860,Laxå,90 eller äldre,93,82,77,0.88172,0.827957
18,Örebro,1861,Hallsberg,16-17,532,385,179,0.723684,0.336466
18,Örebro,1861,Hallsberg,18-29,1996,1349,1159,0.675852,0.580661
18,Örebro,1861,Hallsberg,30-39,1953,1520,1385,0.77829,0.709165
18,Örebro,1861,Hallsberg,40-49,1892,1582,1490,0.836152,0.787526
18,Örebro,1861,Hallsberg,50-59,2100,1847,1797,0.879524,0.855714
18,Örebro,1861,Hallsberg,60-69,1838,1732,1713,0.942329,0.931991
18,Örebro,1861,Hallsberg,70-79,1826,1737,1719,0.95126,0.941402
18,Örebro,1861,Hallsberg,80-89,732,691,663,0.943989,0.905738
18,Örebro,1861,Hallsberg,90 eller äldre,147,136,123,0.92517,0.836735
18,Örebro,1862,Degerfors,16-17,318,218,104,0.685535,0.327044
18,Örebro,1862,Degerfors,18-29,1168,745,656,0.637842,0.561644
18,Örebro,1862,Degerfors,30-39,890,648,588,0.72809,0.660674
