Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade,,
19,Västmanland,1980,Västerås,60-69,15620,14448,14056,0.924968,0.899872,,
19,Västmanland,1980,Västerås,70-79,14938,14229,13855,0.952537,0.927500,,
19,Västmanland,1980,Västerås,80-89,7392,7065,6865,0.955763,0.928707,,
19,Västmanland,1980,Västerås,90 eller äldre,1948,1802,1691,0.925051,0.868070,,
19,Västmanland,1981,Sala,16-17,454,309,215,0.680617,0.473568,,
19,Västmanland,1981,Sala,18-29,2869,1969,1717,0.686302,0.598466,,
19,Västmanland,1981,Sala,30-39,2703,2077,1876,0.768405,0.694044,,
19,Västmanland,1981,Sala,40-49,2574,2181,2074,0.847319,0.805750,,
19,Västmanland,1981,Sala,50-59,2949,2664,2585,0.903357,0.876568,,
19,Västmanland,1981,Sala,60-69,2838,2628,2551,0.926004,0.898872,,
19,Västmanland,1981,Sala,70-79,2905,2777,2717,0.955938,0.935284,,
19,Västmanland,1981,Sala,80-89,1296,1243,1202,0.959105,0.927469,,
19,Västmanland,1981,Sala,90 eller äldre,344,323,311,0.938953,0.904070,,
19,Västmanland,1982,Fagersta,16-17,327,177,132,0.541284,0.403670,,
19,Västmanland,1982,Fagersta,18-29,1588,998,884,0.628463,0.556675,,
19,Västmanland,1982,Fagersta,30-39,1603,1122,1008,0.699938,0.628821,,
19,Västmanland,1982,Fagersta,40-49,1485,1165,1082,0.784512,0.728620,,
19,Västmanland,1982,Fagersta,50-59,1744,1486,1441,0.852064,0.826261,,
19,Västmanland,1982,Fagersta,60-69,1578,1450,1415,0.918885,0.896705,,
19,Västmanland,1982,Fagersta,70-79,1487,1387,1368,0.932751,0.919973,,
19,Västmanland,1982,Fagersta,80-89,849,807,792,0.950530,0.932862,,
19,Västmanland,1982,Fagersta,90 eller äldre,212,193,186,0.910377,0.877358,,
19,Västmanland,1983,Köping,16-17,618,330,198,0.533981,0.320388,,
19,Västmanland,1983,Köping,18-29,3379,2274,1913,0.672980,0.566144,,
19,Västmanland,1983,Köping,30-39,3093,2181,1912,0.705141,0.618170,,
19,Västmanland,1983,Köping,40-49,2858,2277,2119,0.796711,0.741428,,
19,Västmanland,1983,Köping,50-59,3422,3025,2922,0.883986,0.853887,,
19,Västmanland,1983,Köping,60-69,3126,2869,2781,0.917786,0.889635,,
19,Västmanland,1983,Köping,70-79,3081,2902,2839,0.941902,0.921454,,
19,Västmanland,1983,Köping,80-89,1539,1466,1410,0.952567,0.916179,,
19,Västmanland,1983,Köping,90 eller äldre,426,399,374,0.936620,0.877934,,
19,Västmanland,1984,Arboga,16-17,284,186,136,0.654930,0.478873,,
19,Västmanland,1984,Arboga,18-29,1855,1303,1124,0.702426,0.605930,,
19,Västmanland,1984,Arboga,30-39,1598,1199,1101,0.750313,0.688986,,
19,Västmanland,1984,Arboga,40-49,1478,1257,1191,0.850474,0.805819,,
19,Västmanland,1984,Arboga,50-59,1895,1709,1651,0.901847,0.871240,,
19,Västmanland,1984,Arboga,60-69,1682,1586,1560,0.942925,0.927467,,
19,Västmanland,1984,Arboga,70-79,1882,1807,1761,0.960149,0.935707,,
19,Västmanland,1984,Arboga,80-89,916,877,831,0.957424,0.907205,,
19,Västmanland,1984,Arboga,90 eller äldre,232,208,184,0.896552,0.793103,,
20,Dalarna,2021,Vansbro,16-17,139,82,34,0.589928,0.244604,,
20,Dalarna,2021,Vansbro,18-29,851,595,520,0.699177,0.611046,,
20,Dalarna,2021,Vansbro,30-39,766,548,513,0.715405,0.669713,,
20,Dalarna,2021,Vansbro,40-49,673,545,512,0.809807,0.760773,,
20,Dalarna,2021,Vansbro,50-59,938,809,791,0.862473,0.843284,,
20,Dalarna,2021,Vansbro,60-69,893,830,821,0.929451,0.919373,,
20,Dalarna,2021,Vansbro,70-79,924,885,881,0.957792,0.953463,,
20,Dalarna,2021,Vansbro,80-89,454,427,420,0.940529,0.925110,,
20,Dalarna,2021,Vansbro,90 eller äldre,103,89,89,0.864078,0.864078,,
20,Dalarna,2023,Malung,16-17,194,131,48,0.675258,0.247423,,
20,Dalarna,2023,Malung,18-29,1243,879,710,0.707160,0.571199,,
20,Dalarna,2023,Malung,30-39,1144,872,771,0.762238,0.673951,,
20,Dalarna,2023,Malung,40-49,1153,950,884,0.823938,0.766696,,
20,Dalarna,2023,Malung,50-59,1410,1230,1185,0.872340,0.840426,,
20,Dalarna,2023,Malung,60-69,1331,1217,1195,0.914350,0.897821,,
20,Dalarna,2023,Malung,70-79,1364,1307,1288,0.958211,0.944282,,
20,Dalarna,2023,Malung,80-89,659,629,618,0.954476,0.937785,,
20,Dalarna,2023,Malung,90 eller äldre,161,149,147,0.925466,0.913043,,
20,Dalarna,2026,Gagnef,16-17,230,171,78,0.743478,0.339130,,
20,Dalarna,2026,Gagnef,18-29,1067,800,651,0.749766,0.610122,,
20,Dalarna,2026,Gagnef,30-39,1233,1002,890,0.812652,0.721817,,
20,Dalarna,2026,Gagnef,40-49,1127,979,910,0.868678,0.807453,,
20,Dalarna,2026,Gagnef,50-59,1362,1246,1203,0.914831,0.883260,,
20,Dalarna,2026,Gagnef,60-69,1320,1285,1272,0.973485,0.963636,,
20,Dalarna,2026,Gagnef,70-79,1349,1318,1301,0.977020,0.964418,,
20,Dalarna,2026,Gagnef,80-89,583,567,564,0.972556,0.967410,,
20,Dalarna,2026,Gagnef,90 eller äldre,134,129,125,0.962687,0.932836,,
20,Dalarna,2029,Leksand,16-17,341,276,128,0.809384,0.375367,,
20,Dalarna,2029,Leksand,18-29,1778,1302,1075,0.732283,0.604612,,
20,Dalarna,2029,Leksand,30-39,1626,1378,1221,0.847478,0.750923,,
20,Dalarna,2029,Leksand,40-49,1676,1501,1422,0.895585,0.848449,,
20,Dalarna,2029,Leksand,50-59,2083,1919,1863,0.921267,0.894383,,
20,Dalarna,2029,Leksand,60-69,2152,2075,2038,0.964219,0.947026,,
20,Dalarna,2029,Leksand,70-79,2400,2336,2323,0.973333,0.967917,,
20,Dalarna,2029,Leksand,80-89,1022,992,985,0.970646,0.963796,,
20,Dalarna,2029,Leksand,90 eller äldre,266,254,247,0.954887,0.928571,,
20,Dalarna,2031,Rättvik,16-17,250,146,47,0.584000,0.188000,,
20,Dalarna,2031,Rättvik,18-29,1247,874,709,0.700882,0.568565,,
20,Dalarna,2031,Rättvik,30-39,1031,785,708,0.761397,0.686712,,
20,Dalarna,2031,Rättvik,40-49,1094,868,813,0.793419,0.743144,,
20,Dalarna,2031,Rättvik,50-59,1411,1218,1172,0.863218,0.830617,,
20,Dalarna,2031,Rättvik,60-69,1567,1451,1426,0.925973,0.910019,,
20,Dalarna,2031,Rättvik,70-79,1894,1807,1791,0.954065,0.945618,,
20,Dalarna,2031,Rättvik,80-89,881,835,823,0.947787,0.934166,,
20,Dalarna,2031,Rättvik,90 eller äldre,245,227,220,0.926531,0.897959,,
20,Dalarna,2034,Orsa,16-17,145,90,37,0.620690,0.255172,,
20,Dalarna,2034,Orsa,18-29,881,597,463,0.677639,0.525539,,
20,Dalarna,2034,Orsa,30-39,781,554,486,0.709347,0.622279,,
20,Dalarna,2034,Orsa,40-49,639,502,454,0.785603,0.710485,,
20,Dalarna,2034,Orsa,50-59,1008,870,819,0.863095,0.812500,,
20,Dalarna,2034,Orsa,60-69,940,863,849,0.918085,0.903191,,
20,Dalarna,2034,Orsa,70-79,940,907,900,0.964894,0.957447,,
20,Dalarna,2034,Orsa,80-89,445,428,423,0.961798,0.950562,,
20,Dalarna,2034,Orsa,90 eller äldre,119,110,108,0.924370,0.907563,,
20,Dalarna,2039,Älvdalen,16-17,166,111,32,0.668675,0.192771,,
20,Dalarna,2039,Älvdalen,18-29,826,596,492,0.721550,0.595642,,
20,Dalarna,2039,Älvdalen,30-39,729,542,490,0.743484,0.672154,,
20,Dalarna,2039,Älvdalen,40-49,767,640,613,0.834420,0.799218,,
20,Dalarna,2039,Älvdalen,50-59,937,801,776,0.854856,0.828175,,
20,Dalarna,2039,Älvdalen,60-69,954,867,857,0.908805,0.898323,,
20,Dalarna,2039,Älvdalen,70-79,987,944,940,0.956434,0.952381,,
20,Dalarna,2039,Älvdalen,80-89,512,484,475,0.945313,0.927734,,
20,Dalarna,2039,Älvdalen,90 eller äldre,122,109,109,0.893443,0.893443,,
20,Dalarna,2061,Smedjebacken,16-17,242,175,129,0.723140,0.533058,,
20,Dalarna,2061,Smedjebacken,18-29,1040,758,641,0.728846,0.616346,,
20,Dalarna,2061,Smedjebacken,30-39,1146,869,779,0.758290,0.679756,,
20,Dalarna,2061,Smedjebacken,40-49,1179,999,940,0.847328,0.797286,,
20,Dalarna,2061,Smedjebacken,50-59,1521,1339,1285,0.880342,0.844839,,
20,Dalarna,2061,Smedjebacken,60-69,1585,1486,1460,0.937539,0.921136,,
20,Dalarna,2061,Smedjebacken,70-79,1629,1551,1522,0.952118,0.934316,,
20,Dalarna,2061,Smedjebacken,80-89,682,637,622,0.934018,0.912023,,
20,Dalarna,2061,Smedjebacken,90 eller äldre,132,123,119,0.931818,0.901515,,
20,Dalarna,2062,Mora,16-17,452,341,172,0.754425,0.380531,,
20,Dalarna,2062,Mora,18-29,2342,1708,1473,0.729291,0.628950,,
20,Dalarna,2062,Mora,30-39,2364,1794,1590,0.758883,0.672589,,
20,Dalarna,2062,Mora,40-49,2319,1956,1746,0.843467,0.752911,,
20,Dalarna,2062,Mora,50-59,2626,2277,2123,0.867098,0.808454,,
20,Dalarna,2062,Mora,60-69,2725,2530,2479,0.928440,0.909725,,
20,Dalarna,2062,Mora,70-79,2859,2725,2656,0.953130,0.928996,,
20,Dalarna,2062,Mora,80-89,1324,1265,1210,0.955438,0.913897,,
20,Dalarna,2062,Mora,90 eller äldre,298,270,238,0.906040,0.798658,,
20,Dalarna,2080,Falun,16-17,1410,1113,757,0.789362,0.536879,,
20,Dalarna,2080,Falun,18-29,7931,6268,5505,0.790316,0.694112,,
20,Dalarna,2080,Falun,30-39,7665,6455,5685,0.842140,0.741683,,
20,Dalarna,2080,Falun,40-49,7230,6376,5742,0.881881,0.794191,,
20,Dalarna,2080,Falun,50-59,7211,6563,6325,0.910137,0.877132,,
20,Dalarna,2080,Falun,60-69,6938,6545,6415,0.943355,0.924618,,
20,Dalarna,2080,Falun,70-79,6690,6432,6360,0.961435,0.950673,,
20,Dalarna,2080,Falun,80-89,3122,3031,2994,0.970852,0.959001,,
20,Dalarna,2080,Falun,90 eller äldre,746,707,693,0.947721,0.928954,,
20,Dalarna,2081,Borlänge,16-17,1338,913,467,0.682362,0.349028,,
20,Dalarna,2081,Borlänge,18-29,7817,5275,4350,0.674811,0.556479,,
20,Dalarna,2081,Borlänge,30-39,6927,5168,4421,0.746066,0.638227,,
20,Dalarna,2081,Borlänge,40-49,5999,5040,4529,0.840140,0.754959,,
20,Dalarna,2081,Borlänge,50-59,6587,5889,5533,0.894034,0.839988,,
20,Dalarna,2081,Borlänge,60-69,5598,5246,5141,0.937120,0.918364,,
20,Dalarna,2081,Borlänge,70-79,5234,5044,4966,0.963699,0.948796,,
20,Dalarna,2081,Borlänge,80-89,2531,2436,2400,0.962465,0.948242,,
20,Dalarna,2081,Borlänge,90 eller äldre,595,562,543,0.944538,0.912605,,
20,Dalarna,2082,Säter,16-17,251,201,103,0.800797,0.410359,,
20,Dalarna,2082,Säter,18-29,1136,880,729,0.774648,0.641725,,
20,Dalarna,2082,Säter,30-39,1362,1131,1024,0.830396,0.751836,,
20,Dalarna,2082,Säter,40-49,1289,1152,1072,0.893716,0.831652,,
20,Dalarna,2082,Säter,50-59,1396,1286,1234,0.921203,0.883954,,
20,Dalarna,2082,Säter,60-69,1534,1440,1420,0.938722,0.925684,,
20,Dalarna,2082,Säter,70-79,1505,1447,1423,0.961462,0.945515,,
20,Dalarna,2082,Säter,80-89,627,600,582,0.956938,0.928230,,
20,Dalarna,2082,Säter,90 eller äldre,157,143,136,0.910828,0.866242,,
20,Dalarna,2083,Hedemora,16-17,330,274,187,0.830303,0.566667,,
20,Dalarna,2083,Hedemora,18-29,1879,1363,1113,0.725386,0.592336,,
20,Dalarna,2083,Hedemora,30-39,1748,1343,1209,0.768307,0.691648,,
20,Dalarna,2083,Hedemora,40-49,1597,1355,1250,0.848466,0.782718,,
20,Dalarna,2083,Hedemora,50-59,2085,1849,1779,0.886811,0.853237,,
20,Dalarna,2083,Hedemora,60-69,2109,1936,1897,0.917971,0.899478,,
20,Dalarna,2083,Hedemora,70-79,2032,1946,1919,0.957677,0.944390,,
20,Dalarna,2083,Hedemora,80-89,945,897,878,0.949206,0.929101,,
20,Dalarna,2083,Hedemora,90 eller äldre,222,208,203,0.936937,0.914414,,
20,Dalarna,2084,Avesta,16-17,490,347,173,0.708163,0.353061,,
20,Dalarna,2084,Avesta,18-29,2785,1985,1652,0.712747,0.593178,,
20,Dalarna,2084,Avesta,30-39,2724,1992,1703,0.731278,0.625184,,
20,Dalarna,2084,Avesta,40-49,2568,2088,1861,0.813084,0.724688,,
20,Dalarna,2084,Avesta,50-59,2891,2565,2456,0.887236,0.849533,,
20,Dalarna,2084,Avesta,60-69,2985,2790,2723,0.934673,0.912228,,
20,Dalarna,2084,Avesta,70-79,2903,2771,2714,0.954530,0.934895,,
20,Dalarna,2084,Avesta,80-89,1433,1366,1327,0.953245,0.926029,,
20,Dalarna,2084,Avesta,90 eller äldre,361,341,329,0.944598,0.911357,,
20,Dalarna,2085,Ludvika,16-17,563,400,306,0.710480,0.543517,,
20,Dalarna,2085,Ludvika,18-29,3262,2198,1861,0.673820,0.570509,,
20,Dalarna,2085,Ludvika,30-39,3335,2512,2146,0.753223,0.643478,,
20,Dalarna,2085,Ludvika,40-49,2920,2408,2141,0.824658,0.733219,,
20,Dalarna,2085,Ludvika,50-59,3288,2849,2681,0.866484,0.815389,,
20,Dalarna,2085,Ludvika,60-69,3192,2962,2910,0.927945,0.911654,,
20,Dalarna,2085,Ludvika,70-79,3291,3148,3111,0.956548,0.945305,,
20,Dalarna,2085,Ludvika,80-89,1552,1473,1451,0.949098,0.934923,,
20,Dalarna,2085,Ludvika,90 eller äldre,472,437,433,0.925847,0.917373,,
21,Gävleborg,2101,Ockelbo,16-17,120,71,41,0.591667,0.341667,,
21,Gävleborg,2101,Ockelbo,18-29,623,396,320,0.635634,0.513644,,
21,Gävleborg,2101,Ockelbo,30-39,632,434,371,0.686709,0.587025,,
21,Gävleborg,2101,Ockelbo,40-49,608,493,463,0.810855,0.761513,,
21,Gävleborg,2101,Ockelbo,50-59,827,712,688,0.860943,0.831923,,
21,Gävleborg,2101,Ockelbo,60-69,859,798,782,0.928987,0.910361,,
21,Gävleborg,2101,Ockelbo,70-79,918,868,849,0.945534,0.924837,,
21,Gävleborg,2101,Ockelbo,80-89,297,278,268,0.936027,0.902357,,
21,Gävleborg,2101,Ockelbo,90 eller äldre,103,98,96,0.951456,0.932039,,
21,Gävleborg,2104,Hofors,16-17,192,121,66,0.630208,0.343750,,
21,Gävleborg,2104,Hofors,18-29,1242,841,643,0.677134,0.517713,,
21,Gävleborg,2104,Hofors,30-39,1026,767,669,0.747563,0.652047,,
21,Gävleborg,2104,Hofors,40-49,938,757,691,0.807036,0.736674,,
21,Gävleborg,2104,Hofors,50-59,1361,1195,1150,0.878031,0.844967,,
21,Gävleborg,2104,Hofors,60-69,1296,1200,1162,0.925926,0.896605,,
21,Gävleborg,2104,Hofors,70-79,1278,1217,1189,0.952269,0.930360,,
21,Gävleborg,2104,Hofors,80-89,571,539,524,0.943958,0.917688,,
21,Gävleborg,2104,Hofors,90 eller äldre,143,129,123,0.902098,0.860140,,
21,Gävleborg,2121,Ovanåker,16-17,253,188,113,0.743083,0.446640,,
21,Gävleborg,2121,Ovanåker,18-29,1344,964,820,0.717262,0.610119,,
21,Gävleborg,2121,Ovanåker,30-39,1304,1073,975,0.822853,0.747699,,
21,Gävleborg,2121,Ovanåker,40-49,1177,1006,978,0.854715,0.830926,,
21,Gävleborg,2121,Ovanåker,50-59,1527,1392,1356,0.911591,0.888016,,
21,Gävleborg,2121,Ovanåker,60-69,1549,1442,1410,0.930923,0.910265,,
21,Gävleborg,2121,Ovanåker,70-79,1645,1550,1516,0.942249,0.921581,,
21,Gävleborg,2121,Ovanåker,80-89,768,725,688,0.944010,0.895833,,
21,Gävleborg,2121,Ovanåker,90 eller äldre,193,185,180,0.958549,0.932642,,
21,Gävleborg,2132,Nordanstig,16-17,218,124,65,0.568807,0.298165,,
21,Gävleborg,2132,Nordanstig,18-29,1067,647,491,0.606373,0.460169,,
21,Gävleborg,2132,Nordanstig,30-39,1006,706,598,0.701789,0.594433,,
21,Gävleborg,2132,Nordanstig,40-49,959,718,644,0.748697,0.671533,,
21,Gävleborg,2132,Nordanstig,50-59,1330,1122,1068,0.843609,0.803008,,
21,Gävleborg,2132,Nordanstig,60-69,1323,1182,1121,0.893424,0.847317,,
21,Gävleborg,2132,Nordanstig,70-79,1347,1269,1228,0.942094,0.911656,,
21,Gävleborg,2132,Nordanstig,80-89,531,495,479,0.932203,0.902072,,
21,Gävleborg,2132,Nordanstig,90 eller äldre,120,110,107,0.916667,0.891667,,
21,Gävleborg,2161,Ljusdal,16-17,440,293,168,0.665909,0.381818,,
21,Gävleborg,2161,Ljusdal,18-29,2240,1579,1296,0.704911,0.578571,,
21,Gävleborg,2161,Ljusdal,30-39,2042,1550,1381,0.759060,0.676298,,
21,Gävleborg,2161,Ljusdal,40-49,2015,1659,1556,0.823325,0.772208,,
21,Gävleborg,2161,Ljusdal,50-59,2465,2161,2094,0.876673,0.849493,,
21,Gävleborg,2161,Ljusdal,60-69,2568,2370,2311,0.922897,0.899922,,
21,Gävleborg,2161,Ljusdal,70-79,2638,2505,2452,0.949583,0.929492,,
21,Gävleborg,2161,Ljusdal,80-89,1220,1152,1126,0.944262,0.922951,,
21,Gävleborg,2161,Ljusdal,90 eller äldre,311,275,267,0.884244,0.858521,,
21,Gävleborg,2180,Gävle,16-17,2362,1580,1121,0.668925,0.474598,,
21,Gävleborg,2180,Gävle,18-29,15395,11222,9390,0.728938,0.609938,,
21,Gävleborg,2180,Gävle,30-39,13523,10427,9356,0.771057,0.691858,,
21,Gävleborg,2180,Gävle,40-49,12487,10596,10056,0.848563,0.805318,,
21,Gävleborg,2180,Gävle,50-59,13350,11873,11522,0.889363,0.863071,,
21,Gävleborg,2180,Gävle,60-69,11145,10279,10063,0.922297,0.902916,,
21,Gävleborg,2180,Gävle,70-79,10638,10024,9737,0.942282,0.915304,,
21,Gävleborg,2180,Gävle,80-89,5132,4843,4663,0.943687,0.908613,,
21,Gävleborg,2180,Gävle,90 eller äldre,1146,1040,941,0.907504,0.821117,,
21,Gävleborg,2181,Sandviken,16-17,949,622,396,0.655427,0.417281,,
21,Gävleborg,2181,Sandviken,18-29,5027,3562,2892,0.708574,0.575293,,
21,Gävleborg,2181,Sandviken,30-39,4691,3638,3232,0.775528,0.688979,,
21,Gävleborg,2181,Sandviken,40-49,4430,3764,3549,0.849661,0.801129,,
21,Gävleborg,2181,Sandviken,50-59,5335,4865,4705,0.911903,0.881912,,
21,Gävleborg,2181,Sandviken,60-69,4667,4319,4231,0.925434,0.906578,,
21,Gävleborg,2181,Sandviken,70-79,4730,4468,4362,0.944609,0.922199,,
21,Gävleborg,2181,Sandviken,80-89,2363,2238,2082,0.947101,0.881083,,
21,Gävleborg,2181,Sandviken,90 eller äldre,524,483,433,0.921756,0.826336,,
21,Gävleborg,2182,Söderhamn,16-17,542,350,205,0.645756,0.378229,,
21,Gävleborg,2182,Söderhamn,18-29,2957,2019,1627,0.682787,0.550220,,
21,Gävleborg,2182,Söderhamn,30-39,2679,2014,1783,0.751773,0.665547,,
21,Gävleborg,2182,Söderhamn,40-49,2653,2219,2077,0.836412,0.782887,,
21,Gävleborg,2182,Söderhamn,50-59,3488,3043,2929,0.872420,0.839736,,
21,Gävleborg,2182,Söderhamn,60-69,3526,3232,3156,0.916619,0.895065,,
21,Gävleborg,2182,Söderhamn,70-79,3575,3389,3297,0.947972,0.922238,,
21,Gävleborg,2182,Söderhamn,80-89,1609,1516,1469,0.942200,0.912989,,
21,Gävleborg,2182,Söderhamn,90 eller äldre,408,380,357,0.931373,0.875000,,
21,Gävleborg,2183,Bollnäs,16-17,594,430,296,0.723906,0.498316,,
21,Gävleborg,2183,Bollnäs,18-29,3272,2244,1856,0.685819,0.567237,,
21,Gävleborg,2183,Bollnäs,30-39,3042,2321,2048,0.762985,0.673241,,
21,Gävleborg,2183,Bollnäs,40-49,2972,2525,2392,0.849596,0.804845,,
21,Gävleborg,2183,Bollnäs,50-59,3434,3066,2973,0.892836,0.865754,,
21,Gävleborg,2183,Bollnäs,60-69,3386,3126,3064,0.923213,0.904903,,
21,Gävleborg,2183,Bollnäs,70-79,3539,3355,3218,0.948008,0.909296,,
21,Gävleborg,2183,Bollnäs,80-89,1665,1561,1246,0.937538,0.748348,,
21,Gävleborg,2183,Bollnäs,90 eller äldre,417,383,313,0.918465,0.750600,,
21,Gävleborg,2184,Hudiksvall,16-17,887,631,365,0.711387,0.411499,,
21,Gävleborg,2184,Hudiksvall,18-29,4637,3388,2729,0.730645,0.588527,,
21,Gävleborg,2184,Hudiksvall,30-39,4227,3303,2950,0.781405,0.697894,,
21,Gävleborg,2184,Hudiksvall,40-49,4218,3597,3353,0.852774,0.794927,,
21,Gävleborg,2184,Hudiksvall,50-59,4886,4350,4194,0.890299,0.858371,,
21,Gävleborg,2184,Hudiksvall,60-69,4912,4564,4434,0.929153,0.902687,,
21,Gävleborg,2184,Hudiksvall,70-79,5039,4819,4687,0.956341,0.930145,,
21,Gävleborg,2184,Hudiksvall,80-89,2202,2080,1987,0.944596,0.902361,,
21,Gävleborg,2184,Hudiksvall,90 eller äldre,518,472,439,0.911197,0.847490,,
22,Västernorrland,2260,Ånge,16-17,208,156,131,0.750000,0.629808,,
22,Västernorrland,2260,Ånge,18-29,1109,833,754,0.751127,0.679892,,
22,Västernorrland,2260,Ånge,30-39,932,738,694,0.791845,0.744635,,
22,Västernorrland,2260,Ånge,40-49,946,816,785,0.862579,0.829810,,
22,Västernorrland,2260,Ånge,50-59,1315,1195,1176,0.908745,0.894297,,
22,Västernorrland,2260,Ånge,60-69,1411,1314,1302,0.931254,0.922750,,
22,Västernorrland,2260,Ånge,70-79,1240,1182,1170,0.953226,0.943548,,
22,Västernorrland,2260,Ånge,80-89,631,604,594,0.957211,0.941363,,
22,Västernorrland,2260,Ånge,90 eller äldre,135,119,116,0.881481,0.859259,,
22,Västernorrland,2262,Timrå,16-17,413,268,231,0.648910,0.559322,,
22,Västernorrland,2262,Timrå,18-29,2299,1751,1603,0.761635,0.697260,,
22,Västernorrland,2262,Timrå,30-39,2027,1604,1518,0.791317,0.748890,,
22,Västernorrland,2262,Timrå,40-49,2219,1906,1861,0.858945,0.838666,,
22,Västernorrland,2262,Timrå,50-59,2531,2263,2223,0.894113,0.878309,,
22,Västernorrland,2262,Timrå,60-69,2097,1926,1904,0.918455,0.907964,,
22,Västernorrland,2262,Timrå,70-79,2232,2095,2070,0.938620,0.927419,,
22,Västernorrland,2262,Timrå,80-89,971,919,899,0.946447,0.925850,,
22,Västernorrland,2262,Timrå,90 eller äldre,184,166,157,0.902174,0.853261,,
22,Västernorrland,2280,Härnösand,16-17,610,474,410,0.777049,0.672131,,
22,Västernorrland,2280,Härnösand,18-29,3070,2396,2191,0.780456,0.713681,,
22,Västernorrland,2280,Härnösand,30-39,2970,2433,2275,0.819192,0.765993,,
22,Västernorrland,2280,Härnösand,40-49,2786,2452,2370,0.880115,0.850682,,
22,Västernorrland,2280,Härnösand,50-59,3147,2850,2776,0.905624,0.882110,,
22,Västernorrland,2280,Härnösand,60-69,3093,2904,2849,0.938894,0.921112,,
22,Västernorrland,2280,Härnösand,70-79,3393,3258,3205,0.960212,0.944592,,
22,Västernorrland,2280,Härnösand,80-89,1584,1502,1474,0.948232,0.930556,,
22,Västernorrland,2280,Härnösand,90 eller äldre,344,294,281,0.854651,0.816860,,
22,Västernorrland,2281,Sundsvall,16-17,2437,1747,1475,0.716865,0.605252,,
22,Västernorrland,2281,Sundsvall,18-29,13569,10649,9756,0.784804,0.718992,,
22,Västernorrland,2281,Sundsvall,30-39,12562,10157,9633,0.808550,0.766836,,
22,Västernorrland,2281,Sundsvall,40-49,12200,10663,10337,0.874016,0.847295,,
22,Västernorrland,2281,Sundsvall,50-59,13322,12082,11862,0.906921,0.890407,,
22,Västernorrland,2281,Sundsvall,60-69,11153,10369,10230,0.929705,0.917242,,
22,Västernorrland,2281,Sundsvall,70-79,10810,10310,10165,0.953747,0.940333,,
22,Västernorrland,2281,Sundsvall,80-89,5343,5058,4938,0.946659,0.924200,,
22,Västernorrland,2281,Sundsvall,90 eller äldre,1192,1078,1051,0.904362,0.881711,,
22,Västernorrland,2282,Kramfors,16-17,396,278,232,0.702020,0.585859,,
22,Västernorrland,2282,Kramfors,18-29,2078,1484,1359,0.714148,0.653994,,
22,Västernorrland,2282,Kramfors,30-39,1820,1371,1275,0.753297,0.700549,,
22,Västernorrland,2282,Kramfors,40-49,1826,1542,1473,0.844469,0.806681,,
22,Västernorrland,2282,Kramfors,50-59,2539,2249,2212,0.885782,0.871209,,
22,Västernorrland,2282,Kramfors,60-69,2711,2478,2451,0.914054,0.904094,,
22,Västernorrland,2282,Kramfors,70-79,2670,2487,2454,0.931461,0.919101,,
22,Västernorrland,2282,Kramfors,80-89,1211,1128,1109,0.931462,0.915772,,
22,Västernorrland,2282,Kramfors,90 eller äldre,293,261,251,0.890785,0.856655,,
22,Västernorrland,2283,Sollefteå,16-17,377,256,214,0.679045,0.567639,,
22,Västernorrland,2283,Sollefteå,18-29,2071,1540,1421,0.743602,0.686142,,
22,Västernorrland,2283,Sollefteå,30-39,1984,1545,1455,0.778730,0.733367,,
22,Västernorrland,2283,Sollefteå,40-49,1917,1602,1530,0.835681,0.798122,,
22,Västernorrland,2283,Sollefteå,50-59,2431,2148,2102,0.883587,0.864665,,
22,Västernorrland,2283,Sollefteå,60-69,2809,2560,2518,0.911356,0.896404,,
22,Västernorrland,2283,Sollefteå,70-79,2615,2421,2395,0.925813,0.915870,,
22,Västernorrland,2283,Sollefteå,80-89,1385,1230,1213,0.888087,0.875812,,
22,Västernorrland,2283,Sollefteå,90 eller äldre,328,248,243,0.756098,0.740854,,
22,Västernorrland,2284,Örnsköldsvik,16-17,1289,1005,884,0.779674,0.685803,,
22,Västernorrland,2284,Örnsköldsvik,18-29,6613,5321,4940,0.804627,0.747013,,
22,Västernorrland,2284,Örnsköldsvik,30-39,6593,5453,5203,0.827089,0.789170,,
22,Västernorrland,2284,Örnsköldsvik,40-49,6637,5866,5715,0.883833,0.861082,,
22,Västernorrland,2284,Örnsköldsvik,50-59,7173,6585,6481,0.918026,0.903527,,
22,Västernorrland,2284,Örnsköldsvik,60-69,6882,6508,6440,0.945655,0.935774,,
22,Västernorrland,2284,Örnsköldsvik,70-79,6820,6550,6489,0.960411,0.951466,,
22,Västernorrland,2284,Örnsköldsvik,80-89,3363,3226,3174,0.959263,0.943800,,
22,Västernorrland,2284,Örnsköldsvik,90 eller äldre,775,716,697,0.923871,0.899355,,
23,Jämtland,2303,Ragunda,16-17,100,71,42,0.710000,0.420000,,
23,Jämtland,2303,Ragunda,18-29,540,377,307,0.698148,0.568519,,
23,Jämtland,2303,Ragunda,30-39,586,446,396,0.761092,0.675768,,
23,Jämtland,2303,Ragunda,40-49,485,390,367,0.804124,0.756701,,
23,Jämtland,2303,Ragunda,50-59,726,644,616,0.887052,0.848485,,
23,Jämtland,2303,Ragunda,60-69,750,704,687,0.938667,0.916000,,
